Row ID,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
11,1,51,74.58,88.96,6.58,95.42,8.5,15.69,84.31,66.67,50.98,11.76,5.88,0,3.92,0,0,1.96,5.88,5.88,3.92,3.92,21.57,9.8,5.88,5.88,0,21.57,3.92,0,9.8,5.88,1.96,1.96,15.69,0,15.69,7.84,3.92,1.96,1.96,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,9.8,3.92,1.96,0,0,0,0,5.88,0,0,0,0,0,0,0,0,3.92,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,5.88,3.92,5.88,3.92,0,1.96,3.92,0,0,1.96,0,3.92,1.96,1.96,1.96,0,1.96,0,13.73,9.8,0,0,0,3.92,0
12,1,9,66.04,2.75,99,20.23,9,22.22,88.89,66.67,44.44,0,0,0,0,0,0,0,0,11.11,0,0,11.11,11.11,0,11.11,0,11.11,11.11,11.11,0,0,0,0,44.44,0,44.44,22.22,0,0,22.22,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0
13,1,16,78.28,11.66,15.38,20.23,16,37.5,81.25,50,43.75,0,0,0,0,0,0,0,0,6.25,6.25,0,12.5,6.25,6.25,12.5,0,6.25,12.5,0,0,0,0,0,25,0,25,6.25,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0
14,1,10,39.7,3.95,1,99,10,40,80,60,40,0,0,0,0,0,0,0,0,10,10,0,0,20,0,10,0,30,10,0,10,0,0,10,20,0,20,0,0,10,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0
15,1,9,33.38,40.06,10.18,1,9,33.33,66.67,55.56,44.44,11.11,0,0,0,0,0,0,11.11,0,0,0,11.11,22.22,0,0,0,22.22,11.11,0,0,0,0,0,11.11,0,11.11,11.11,11.11,0,0,0,0,0,11.11,0,11.11,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0
16,1,18,49.68,2.75,96.01,20.23,18,16.67,88.89,61.11,50,11.11,0,0,0,0,0,0,11.11,5.56,0,0,16.67,11.11,5.56,5.56,0,22.22,0,5.56,0,0,0,0,27.78,5.56,22.22,0,5.56,5.56,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,5.56,11.11,0,5.56,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,5.56,16.67,0,0,16.67,0,0,0,5.56,0,0,0,0,0,0,0,0,11.11,0,5.56,5.56,0,0,0
17,1,17,98.34,12.77,97.97,20.23,17,29.41,94.12,64.71,64.71,0,0,0,0,0,0,0,0,23.53,5.88,11.76,23.53,11.76,0,5.88,0,11.76,5.88,11.76,0,0,0,0,17.65,0,17.65,5.88,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,23.53,0,0,0,0,5.88,5.88,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0
18,1,39,7.14,95.32,66.8,20.23,19.5,17.95,87.18,64.1,53.85,20.51,15.38,0,7.69,0,0,7.69,5.13,10.26,0,0,10.26,7.69,2.56,15.38,0,12.82,7.69,2.56,7.69,7.69,0,0,30.77,0,30.77,5.13,12.82,5.13,10.26,0,10.26,0,0,0,0,0,0,0,0,0,0,0,17.95,2.56,0,0,0,0,2.56,15.38,0,0,0,0,0,0,0,0,2.56,0,0,2.56,0,0,7.69,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,10.26,5.13,0,0,2.56,0,0,0,7.69,0,7.69,2.56,0,0,0,0,0,10.26,5.13,5.13,0,0,0,0
19,1,69,51.87,1.4,82.12,41.62,23,23.19,75.36,56.52,46.38,13.04,8.7,5.8,0,1.45,0,1.45,4.35,7.25,2.9,0,13.04,10.14,1.45,7.25,0,14.49,7.25,2.9,1.45,1.45,0,0,14.49,0,14.49,0,1.45,1.45,2.9,0,10.14,0,1.45,1.45,0,0,0,0,0,0,0,0,4.35,2.9,1.45,0,0,0,0,1.45,0,0,0,0,0,0,0,0,2.9,0,0,2.9,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,1.45,4.35,0,0,0,2.9,1.45,5.8,0,0,0,0,0,0,18.84,2.9,5.8,1.45,0,1.45,7.25
20,1,33,98.44,12.22,13.81,67.94,11,24.24,81.82,54.55,45.45,3.03,0,0,0,0,0,0,3.03,9.09,6.06,3.03,21.21,6.06,0,6.06,0,15.15,0,3.03,6.06,0,6.06,0,21.21,0,21.21,6.06,0,9.09,3.03,0,6.06,0,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,3.03,0,0,6.06,0,0,6.06,0,0,9.09,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,3.03,3.03,9.09,0,0,9.09,0,0,0,0,3.03,0,0,0,0,0,0,0,21.21,3.03,3.03,3.03,0,0,12.12
21,1,20,80.96,40.06,7.03,20.23,20,25,85,70,55,15,5,0,5,0,0,0,10,5,0,0,25,0,5,10,0,15,0,5,5,5,0,0,25,0,25,0,0,5,15,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,10,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,3,89.52,40.06,1,20.23,3,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,33,4.19,12.22,1,99,33,12.12,93.94,87.88,72.73,21.21,12.12,6.06,0,0,0,6.06,9.09,9.09,0,0,21.21,21.21,3.03,12.12,3.03,33.33,12.12,6.06,0,0,0,0,27.27,0,27.27,6.06,0,15.15,6.06,0,3.03,0,9.09,9.09,0,6.06,6.06,0,0,0,0,0,6.06,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,3.03,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,3.03,6.06,0,0,0,0,0,0,0,12.12,3.03,0,0,3.03,0,0,0,0,0,9.09,0,0,0,0,0,0,15.15,3.03,6.06,0,0,6.06,0
24,1,12,73.36,98.75,39.59,99,6,25,75,41.67,25,0,0,0,0,0,0,0,0,0,0,0,8.33,16.67,0,0,0,25,8.33,0,16.67,8.33,8.33,0,8.33,0,8.33,0,0,0,8.33,0,0,0,25,25,0,8.33,8.33,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0,16.67,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,16.67,0,0,8.33,0,0,0,0,0,16.67,8.33,0,0,0,8.33,0
25,1,33,4.19,12.22,1,99,33,12.12,93.94,87.88,72.73,21.21,12.12,6.06,0,0,0,6.06,9.09,9.09,0,0,21.21,21.21,3.03,12.12,3.03,33.33,12.12,6.06,0,0,0,0,27.27,0,27.27,6.06,0,15.15,6.06,0,3.03,0,9.09,9.09,0,6.06,6.06,0,0,0,0,0,6.06,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,3.03,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,3.03,6.06,0,0,0,0,0,0,0,12.12,3.03,0,0,3.03,0,0,0,0,0,9.09,0,0,0,0,0,0,15.15,3.03,6.06,0,0,6.06,0
26,1,14,99,97.11,2.36,20.23,14,21.43,92.86,64.29,42.86,7.14,7.14,0,0,0,0,7.14,0,7.14,0,0,28.57,7.14,0,0,0,28.57,0,0,7.14,0,7.14,0,21.43,0,21.43,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,28.57,0,0,7.14,21.43,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,39,89.52,81.78,2.93,60.52,13,20.51,84.62,58.97,43.59,7.69,5.13,0,0,0,0,5.13,2.56,2.56,0,0,23.08,2.56,2.56,10.26,0,7.69,10.26,0,5.13,0,5.13,0,7.69,0,7.69,0,2.56,2.56,0,2.56,0,0,2.56,2.56,0,0,0,0,0,0,0,0,10.26,0,0,0,0,0,0,7.69,0,0,0,0,5.13,0,0,5.13,10.26,0,2.56,7.69,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,12.82,10.26,0,2.56,7.69,0,2.56,0,0,0,2.56,0,0,0,0,0,0,5.13,5.13,0,0,0,0,0
28,1,6,99,40.06,1,20.23,6,0,83.33,83.33,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0,33.33,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,16.67,0,0,33.33,0,16.67,16.67,0,0,0
29,1,41,41.16,94.33,1,58.42,13.67,17.07,82.93,60.98,53.66,12.2,12.2,4.88,2.44,4.88,0,0,0,17.07,4.88,4.88,9.76,17.07,2.44,2.44,0,24.39,0,7.32,4.88,4.88,0,0,17.07,2.44,14.63,2.44,2.44,9.76,0,0,0,0,2.44,2.44,0,2.44,2.44,0,0,0,0,0,12.2,2.44,0,0,0,0,2.44,9.76,2.44,0,0,0,0,0,0,0,9.76,2.44,0,7.32,0,0,2.44,2.44,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,2.44,0,0,0,2.44,0,0,2.44,0,7.32,0,0,0,0,0,0,9.76,4.88,0,2.44,0,2.44,0
30,1,38,74.45,98.27,3.19,99,19,28.95,84.21,65.79,52.63,7.89,7.89,0,5.26,0,0,2.63,0,7.89,5.26,0,18.42,7.89,5.26,10.53,0,15.79,5.26,0,5.26,5.26,0,0,21.05,0,21.05,2.63,2.63,7.89,7.89,0,2.63,0,7.89,7.89,0,2.63,2.63,0,0,0,0,0,18.42,5.26,0,2.63,0,0,2.63,13.16,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,2.63,0,2.63,7.89,0,0,5.26,2.63,0,0,5.26,2.63,2.63,0,0,0,0,0,0,2.63,2.63,0,0,0,0,0
31,1,11,1,86.82,1,20.23,11,45.45,81.82,72.73,54.55,9.09,9.09,0,0,0,0,0,0,9.09,0,0,0,18.18,9.09,18.18,0,36.36,9.09,9.09,0,0,0,0,27.27,0,27.27,0,0,9.09,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,0,0,0,0,0,0,0
32,1,30,96.08,40.06,7.03,20.23,15,23.33,63.33,46.67,33.33,3.33,0,0,0,0,0,0,3.33,10,6.67,0,13.33,3.33,3.33,3.33,0,6.67,10,6.67,6.67,0,0,6.67,6.67,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,10,0,3.33,6.67,0,0,0,0,0,3.33,0,0,0,0,0,0,6.67,3.33,0,3.33,0,0,0
33,1,23,34.72,95.64,17.84,84.9,7.67,8.7,82.61,60.87,47.83,13.04,8.7,0,8.7,0,0,0,4.35,4.35,0,0,13.04,8.7,4.35,8.7,0,21.74,0,0,13.04,8.7,0,4.35,21.74,0,21.74,4.35,0,8.7,8.7,0,8.7,0,4.35,4.35,0,4.35,4.35,0,0,0,0,0,21.74,13.04,0,4.35,0,0,4.35,13.04,0,0,0,0,4.35,0,0,4.35,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,4.35,8.7,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,26.09,0,0,8.7,0,0,17.39
34,1,14,18.12,40.06,2.36,20.23,7,42.86,78.57,64.29,35.71,7.14,7.14,0,0,7.14,0,0,0,0,0,0,7.14,14.29,0,7.14,7.14,28.57,14.29,7.14,0,0,0,0,28.57,7.14,21.43,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,14.29,0,7.14,7.14,7.14,0,0,28.57,7.14,7.14,7.14,0,7.14,0
35,1,14,76.24,97.11,1,20.23,14,14.29,78.57,64.29,42.86,7.14,7.14,0,0,0,0,7.14,0,0,0,0,21.43,7.14,0,14.29,0,21.43,7.14,0,0,0,0,0,14.29,0,14.29,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0
36,1,10,39.7,99,63.35,20.23,10,0,90,50,50,20,20,0,20,0,0,0,0,0,0,0,20,10,0,10,0,10,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,10,10,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,10,0
37,1,23,14.64,85.5,44.75,20.23,23,21.74,78.26,60.87,60.87,4.35,4.35,0,4.35,0,0,0,0,0,0,0,17.39,17.39,13.04,13.04,0,17.39,0,0,4.35,4.35,0,0,8.7,0,8.7,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,4.35,0,0,0,0,4.35,0,0,4.35,8.7,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,8.7,0,0,8.7,0,0,0,13.04,4.35,13.04,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0
38,1,93,5.52,46.42,66.26,97.31,15.5,13.98,90.32,70.97,59.14,16.13,11.83,4.3,2.15,0,0,5.38,4.3,4.3,0,0,15.05,9.68,11.83,10.75,4.3,21.51,2.15,0,7.53,6.45,0,1.08,25.81,3.23,22.58,6.45,2.15,5.38,5.38,0,6.45,0,6.45,6.45,0,0,0,0,0,0,0,0,25.81,11.83,4.3,0,0,0,3.23,13.98,0,0,0,0,0,0,0,0,6.45,0,0,3.23,3.23,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,2.15,7.53,8.6,0,3.23,3.23,2.15,0,0,2.15,4.3,1.08,1.08,0,0,0,0,0,8.6,7.53,0,0,0,1.08,0
39,1,14,99,79.51,72.58,20.23,14,0,92.86,64.29,50,7.14,7.14,0,0,0,0,7.14,0,0,0,0,35.71,7.14,0,7.14,0,14.29,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,14.29,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,28.57,21.43,0,7.14,14.29,0,0,7.14,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,7.14
40,1,7,99,40.06,97.09,20.23,7,57.14,71.43,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,20,94.88,40.06,7.03,20.23,10,5,90,60,40,5,5,0,0,0,0,5,0,5,0,0,25,5,0,10,0,15,10,15,0,0,0,0,10,0,10,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,15,0,0,0,0,0,0,15,0,0,5,0,0,5,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0
42,1,4,89.52,40.06,89.39,20.23,4,75,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,50,0,0,0,25
43,1,37,89.52,98.5,55.76,62.77,37,70.27,70.27,29.73,16.22,8.11,8.11,0,0,8.11,0,0,0,8.11,0,0,8.11,0,0,0,0,2.7,10.81,0,0,0,0,0,8.11,0,8.11,0,0,0,0,0,0,0,2.7,2.7,0,0,0,0,0,0,0,0,16.22,0,0,0,0,0,0,8.11,0,0,0,0,0,0,0,0,13.51,2.7,0,10.81,0,0,16.22,13.51,0,10.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.22,2.7,2.7,8.11,2.7,0,0,8.11,0,8.11,0,0,0,0,0,0,43.24,0,29.73,0,0,0,13.51
